Название;Описание;Артикул;Поставщик;Ссылка;Цена Each;Цена Case;НормализованноеНазвание
3,5-Dichloro-2-Hydroxybenzenesulfonic Acid Sodium Salt for Synthesis;Cas No:54970-72-85G;EM8.41262.0005;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.41262.0005;$132.00;$77,851.00;3,5-dichloro-2-hydroxybenzenesulfonic acid sodium salt for synthesis
3,5-Dichloro-2-Hydroxybenzenesulfonic Acid Sodium Salt for Synthesis;Cas No:54970-72-825G;EM8.41262.0025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.41262.0025;$266.00;$80,442.00;3,5-dichloro-2-hydroxybenzenesulfonic acid sodium salt for synthesis
3,5-Dihydroxybenzoic Acid for Synthesis 100G;3,5-DIHYDROXYBENZOIC AC (100G);EM8.00737.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.00737.0100;$54.00;$783.00;3,5-dihydroxybenzoic acid for synthesis 100g
3,5-Dihydroxybenzoic Acid for Synthesis 250G;3,5-DIHYDROXYBENZOIC AC (250G);EM8.00737.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.00737.0250;$135.00;$3,137.00;3,5-dihydroxybenzoic acid for synthesis 250g
3,5-Pyrocatecholdisulfonic Acid Disodium Salt Monohydrate (Tiron) Metal Indicator;DIPHENYLAMINE-4-SULFONIC (5G);EM1.00255.0005;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00255.0005;$290.00;$13,885.00;3,5-pyrocatecholdisulfonic acid disodium salt monohydrate (tiron) metal indicator
3-Allyloxy-2-Hydroxypropane Sulfonate Sodium Salt for Synthesis Cas Number:52556-42-0 250Ml;3-ALLYLOXY-2-HYDROXYPR (250ML);EM8.14906.0251;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.14906.0251;$384.00;$4,606.00;3-allyloxy-2-hydroxypropane sulfonate sodium salt for synthesis cas number:52556-42-0 250ml
3-Allyloxy-2-Hydroxypropane Sulfonate Sodium Salt for Synthesis Cas Number:52556-42-0 250Ml;3-ALLYLOXY-2-HYDROXYPR (250ML);EM8.14906.0251;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.14906.0251;$384.00;$4,606.00;3-allyloxy-2-hydroxypropane sulfonate sodium salt for synthesis cas number:52556-42-0 250ml
3-Amino-4-Chlorobenzotrifluoride for Synthesis 50Ml;Cas Number 121-50-6;EM8.41772.0050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.41772.0050;$143.00;$9,815.00;3-amino-4-chlorobenzotrifluoride for synthesis 50ml
3-Mercaptopropionic Acid for Synthesis 100Ml;3-MERCAPTOPROPIONIC AC (100ML);EM8.05967.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.05967.0100;$56.00;$816.00;3-mercaptopropionic acid for synthesis 100ml
3-Mercaptopropionic Acid for Synthesis 250Ml;3-MERCAPTOPROPIONIC AC (250ML);EM8.05967.0250;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.05967.0250;$100.00;$1,169.00;3-mercaptopropionic acid for synthesis 250ml
3-Nitrobenzenesulfonic Acid Sodium Salt for Synthesis;Cas Number 127-68-4 100G;EM8.06548.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.06548.0100;$38.00;$464.00;3-nitrobenzenesulfonic acid sodium salt for synthesis
3-Nitrobenzenesulfonic Acid Sodium Salt for Synthesis;Cas Number 127-68-4 1Kg;EM8.06548.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.06548.1000;$103.00;$612.00;3-nitrobenzenesulfonic acid sodium salt for synthesis
3-Nitrophenol Indicator;METHYL ORANGE (C.I. 130 (100G);EM1.01322.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01322.0100;$889.00;$3,367.00;3-nitrophenol indicator
4-(2-Pyridylazo)Resorcinol Monosodium Salt Monohydrate Metal Indicator Reag. Ph Eur;4-(2-PYRIDYLAZO)RESORCINO (5G);EM1.07533.0005;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07533.0005;$1,201.00;$61,233.00;4-(2-pyridylazo)resorcinol monosodium salt monohydrate metal indicator reag. ph eur
4-(Hydroxymercuri)Benzoic Acid Sodium Salt for Synthesis Cas Number:138-85-2 5G;4-(HYDROXYMERCURI)BENZOIC (5G);EM8.20308.0005;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.20308.0005;$130.00;$89,356.00;4-(hydroxymercuri)benzoic acid sodium salt for synthesis cas number:138-85-2 5g
4-Amino-5-hydroxynaphthalene-2, 7-disulfonic acid monosodium salt;4-Amino-5-hydroxynaphthalene-2, 7-disulfonic acid monosodium salt for synthesis, Cas Number: 5460-09-3, Synonyms: 1-Amino-8-naphthol-3, 6-disulfonic acid monosodium salt, 500g.;EM8.20078.0500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.20078.0500;$161.00;$1,890.00;4-amino-5-hydroxynaphthalene-2, 7-disulfonic acid monosodium salt
4-Amino-5-hydroxynaphthalene-2, 7-disulfonic acid monosodium salt;4-Amino-5-hydroxynaphthalene-2, 7-disulfonic acid monosodium salt for synthesis, Cas Number: 5460-09-3, Synonyms: 1-Amino-8-naphthol-3, 6-disulfonic acid monosodium salt, 100g.;EM8.20078.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.20078.0100;$47.00;$3,293.00;4-amino-5-hydroxynaphthalene-2, 7-disulfonic acid monosodium salt
4-Carboxybutyltriphenylphosphonium Bromide For Pharma Synthesis, Non-Gmp;4-CARBOXYBUTYLTRIPHENYLP (50G);EM8.45134.0050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.45134.0050;$158.50;$3,658.35;4-carboxybutyltriphenylphosphonium bromide for pharma synthesis, non-gmp
4-Carboxybutyltriphenylphosphonium Bromide For Pharma Synthesis, Non-Gmp;4-CARBOXYBUTYLTRIPHENYLP (25G);EM8.45134.0025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.45134.0025;$101.28;$6,999.09;4-carboxybutyltriphenylphosphonium bromide for pharma synthesis, non-gmp
4-HYDROXYBENZOATE 5KG;Описание не найдено;EM1.07428.5000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07428.5000;$1,226.00;Цена для Case не найдена;4-hydroxybenzoate 5kg
4-Methoxybenzoic Acid Sodium Salt for Synthesis 50G;4-METHOXYBENZOIC ACID SO (50G);EM8.14622.0050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.14622.0050;$111.57;$10,449.59;4-methoxybenzoic acid sodium salt for synthesis 50g
4-Methoxybenzoic Acid Sodium Salt for Synthesis 50G;4-METHOXYBENZOIC ACID SO (50G);EM8.14622.0050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.14622.0050;$111.57;$10,449.59;4-methoxybenzoic acid sodium salt for synthesis 50g
4-Methylumbelliferyl-6-sulfo-2-acetamido-2-deoxy-b-D-glucopyranoside, Potassium;(4-Methylumbelliferyl-6-sulfo-2-acetamido-2-deoxy-b-D-glucopyranoside, potassium). White solid. PROTECT FROM LIGHT. Fluorogenic substrate for isoenzyme A of N-acetyl-b-D-glucosaminidase (hexosaminidase A).;80053-140;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=80053-140;$181.54;Цена для Case не найдена;4-methylumbelliferyl-6-sulfo-2-acetamido-2-deoxy-b-d-glucopyranoside, potassium
4-Nitrophenol Indicator;METHYL ORANGE (C.I. 1302 (1KG);EM1.01322.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01322.1000;Inquire for Price;Inquire for Price;4-nitrophenol indicator
5-Amino-2,3-Dihydrophthalazine-1,4-Dione For Synthesis;HEXACHLOROPLATINIC(IV) AC (5G);EM8.07340.0005;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.07340.0005;$1,105.00;$136,816.00;5-amino-2,3-dihydrophthalazine-1,4-dione for synthesis
5-Bromo-4-chloro-3-indolyl-Alpha -D-galactopyranoside 100Mg;Alpha-X-Gal Form White to off-white solid Cas number 1174456-59-7 Purity ≥98% by TLC Storage -20C A chromogenic substrate for Alpha -galactosidase. Useful for histochemical studies.;EM203783-100MG;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM203783-100MG;$493.56;Цена для Case не найдена;5-bromo-4-chloro-3-indolyl-alpha -d-galactopyranoside 100mg
5-Bromo-4-chloro-3-indolyl-Alpha -D-galactopyranoside 1g;Alpha-X-Gal Form White to off-white solid Cas number 1174456-59-7 Purity ≥98% by TLC Storage -20C A chromogenic substrate for Alpha -galactosidase. Useful for histochemical studies.;EM203788-1GM;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM203788-1GM;$456.47;Цена для Case не найдена;5-bromo-4-chloro-3-indolyl-alpha -d-galactopyranoside 1g
8-Hydroxyquinoline Sulfate Monohydrate for Synthesis;Cas Number 207386-91-2 100G;EM8.14528.0100;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM8.14528.0100;$240.00;$1,436.00;8-hydroxyquinoline sulfate monohydrate for synthesis
ABTS* Diammonium Salt 1Gm;"ABTS* Chromophore, Diammonium Salt Form: Green crystalline solid Purity ≥97.5% by UV at 340 nm Cas number 30931-67-0 Storage: +2C to +8C Useful as a substrate for ELISA; acts as a hydrogen donor in peroxidase reactions. Radical cation has absorption maximum at 414nm.";EM194430-1GM;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM194430-1GM;$237.89;Цена для Case не найдена;abts* diammonium salt 1gm
Acetic Acid;"Ethanolic acid; Glacial acetic acid. CAS RN 64-19-7. Formula Weight: 60.05. Density: 1.05kg/L. Guaranteed Reagent, 99.7% min. by freezing point. Meets ACS Specifications. Packaged in a glass bottle. Subject to postal/shipping restrictions. 500mL.";EM-AX0073-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0073-6;$125.00;Цена для Case не найдена;acetic acid
Acetic Acid;"Ethanolic acid; Glacial acetic acid. CAS RN 64-19-7. Formula Weight: 60.05. Density: 1.05kg/L. Guaranteed Reagent, 99.7% min. by freezing point. Meets ACS Specifications. Subject to postal/shipping restrictions. 211kg.";EM-AX0073-21;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0073-21;$3,291.00;Цена для Case не найдена;acetic acid
Acetic Acid;"Ethanolic acid; Glacial acetic acid. CAS RN 64-19-7. Formula Weight: 60.05. Density: 1.05kg/L. Guaranteed Reagent, 99.7% min. by freezing point. Meets ACS Specifications. Packaged in a PVC-coated glass bottle. Subject to postal/shipping restrictions. 500mL.";EM-AX0073P-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0073P-5;$265.00;$1,325.00;acetic acid
Acetic Acid;"Ethanolic acid; Glacial Acetic acid. CAS RN 64-19-7. Formula Weight: 60.05. Formula Weight: 1.05kg/L. HPLC Grade, 99.7% min. (assay). Meets ACS Specifications. Packaged in a PVC-coated container. Subject to postal/shipping restrictions. 500mL";EM-AX0074-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0074-6;$153.00;$828.00;acetic acid
Acetic Acid (Glacial) 100% Anhydrous for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 1L;ACETIC ACID (GLACIAL) 100 (1L);EM1.00063.1011;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.1011;$147.00;$845.00;acetic acid (glacial) 100% anhydrous for analysis emsure* acs, iso, reagent ph eur 1l
Acetic Acid (Glacial) 100% Anhydrous for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 1L;ACETIC ACID (GLACIAL) 100 (1L);EM1.00063.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.1000;$162.00;$951.00;acetic acid (glacial) 100% anhydrous for analysis emsure* acs, iso, reagent ph eur 1l
Acetic Acid (Glacial) 100% Anhydrous for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;ACETIC ACID (GLACIAL) 1 (2.5L);EM1.00063.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.2500;$318.00;$1,209.00;acetic acid (glacial) 100% anhydrous for analysis emsure* acs, iso, reagent ph eur 2. 5l
Acetic Acid (Glacial) 100% Anhydrous for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;ACETIC ACID (GLACIAL) 1 (2.5L);EM1.00063.2510;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.2510;$298.00;$1,148.00;acetic acid (glacial) 100% anhydrous for analysis emsure* acs, iso, reagent ph eur 2. 5l
Acetic Acid (Glacial) 100% Anhydrous for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;ACETIC ACID (GLACIAL) 1 (2.5L);EM1.00063.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.2500;$318.00;$1,209.00;acetic acid (glacial) 100% anhydrous for analysis emsure* acs, iso, reagent ph eur 2. 5l
Acetic Acid (Glacial) 100% Anhydrous for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 1L;ACETIC ACID (GLACIAL) 100 (1L);EM1.00063.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.1000;$162.00;$951.00;acetic acid (glacial) 100% anhydrous for analysisemsure* acs, iso, reagent ph eur 1l
Acetic Acid (Glacial) 100% Anhydrous for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 1L;ACETIC ACID (GLACIAL) 100 (1L);EM1.00063.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.1000;$162.00;$951.00;acetic acid (glacial) 100% anhydrous for analysisemsure* acs, iso, reagent ph eur 1l
Acetic Acid (Glacial) 100% Anhydrous for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 1L;ACETIC ACID (GLACIAL) 100 (1L);EM1.00063.1011;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.1011;$147.00;$845.00;acetic acid (glacial) 100% anhydrous for analysisemsure* acs, iso, reagent ph eur 1l
Acetic Acid (Glacial) 100% Anhydrous for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;ACETIC ACID (GLACIAL) 1 (2.5L);EM1.00063.2510;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.2510;$298.00;$1,148.00;acetic acid (glacial) 100% anhydrous for analysisemsure* acs, iso, reagent ph eur 2. 5l
Acetic Acid (Glacial) 100% Anhydrous for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;ACETIC ACID (GLACIAL) 1 (2.5L);EM1.00063.2511;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.2511;$257.00;$998.00;acetic acid (glacial) 100% anhydrous for analysisemsure* acs, iso, reagent ph eur 2. 5l
Acetic Acid (Glacial) 100% Anhydrous for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 25L;ACETIC ACID (GLACIAL) 10 (25L);EM1.00063.9026;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.9026;$1,087.00;Цена для Case не найдена;acetic acid (glacial) 100% anhydrous for analysisemsure* acs, iso, reagent ph eur 25l
Acetic Acid (Glacial) 100% Anhydrous for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 25L;ACETIC ACID (GLACIAL) 10 (25L);EM1.00063.9026;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00063.9026;$1,087.00;Цена для Case не найдена;acetic acid (glacial) 100% anhydrous for analysisemsure* acs, iso, reagent ph eur 25l
Acetic Acid (Glacial) 100% for Analysis Emparta ACS 2. 5L;ACETIC ACID (GLACIAL) 1 (2.5L);EM1.01830.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01830.2500;$231.00;$900.00;acetic acid (glacial) 100% for analysis emparta acs 2. 5l
Acetic Acid (Glacial) 100% for AnalysisEmparta ACS2. 5L;ACETIC ACID (GLACIAL) 1 (2.5L);EM1.01830.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01830.2500;$231.00;$900.00;acetic acid (glacial) 100% for analysisemparta acs2. 5l
Acetic Acid 96% for AnalysisEMSURE* 1L;ACETIC ACID 96% FOR ANALY (1L);EM1.00062.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00062.1000;$155.00;$910.00;acetic acid 96% for analysisemsure* 1l
Acetic Acid 96% for AnalysisEMSURE* 1L;ACETIC ACID 96% FOR ANALY (1L);EM1.00062.1011;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00062.1011;$147.00;$856.00;acetic acid 96% for analysisemsure* 1l
Acetic Acid 96% for AnalysisEMSURE* 2. 5L;ACETIC ACID 96% FOR ANA (2.5L);EM1.00062.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00062.2500;$372.00;$1,428.00;acetic acid 96% for analysisemsure* 2. 5l
Acetic Acid 96% for AnalysisEMSURE* 25L;ACETIC ACID 96% FOR ANAL (25L);EM1.00062.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00062.9025;$1,141.00;Цена для Case не найдена;acetic acid 96% for analysisemsure* 25l
Acetic Acid 96% for AnalysisEMSURE* 25L;ACETIC ACID 96% FOR ANAL (25L);EM1.00062.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00062.9025;$1,141.00;Цена для Case не найдена;acetic acid 96% for analysisemsure* 25l
Acetic Acid, Glacial HPLC;ACETIC ACID HPLC GRD 2.5L;EM-AX0074-2;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0074-2;$255.00;$1,205.00;acetic acid, glacial hplc
Acetic Acid, Glacial, GR;Acetic Acid, Glacial, GR;EM-AX0073-78;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0073-78;$936.00;Цена для Case не найдена;acetic acid, glacial, gr
Acetic Acid, Glacial, GR;Acetic Acid, Glacial, GR;EM-AX0073-75;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0073-75;$161.00;$942.00;acetic acid, glacial, gr
Acetic Anhydride for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;ACETIC ANHYDRIDE FOR AN (2.5L);EM1.00042.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00042.2500;$258.00;$987.00;acetic anhydride for analysisemsure* acs, iso, reagent ph eur 2. 5l
Acetic Anhydride For Synthesis;SODIUM 1-OCTANESULFONATE (25G);EM1.12292.0025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.12292.0025;$356.00;$5,330.00;acetic anhydride for synthesis
Acetone;LiChrosolv* Acetone for liquid chromatography, Cas number: 67-64-1, Chemical formula: CH3COCH3, 2500ML.;EM1.00020.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00020.2500;$200.00;$777.00;acetone
Acetone;LiChrosolv* Acetone for liquid chromatography, Cas number: 67-64-1, Chemical formula: CH3COCH3, 2500ML.;EM1.00020.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00020.2500;$200.00;$777.00;acetone
Acetone;LiChrosolv* Acetone for liquid chromatography, Cas number: 67-64-1, Chemical formula: CH3COCH3, 4L.;EM1.00020.4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00020.4000;$357.00;$1,347.00;acetone
Acetone;LiChrosolv* Acetone for liquid chromatography, Cas number: 67-64-1, Chemical formula: CH3COCH3, 1L.;EM1.00020.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00020.1000;$110.00;$628.00;acetone
Acetone;Dimethyl ketone. CAS RN 67-64-1. Formula Weight: 58.08. Density: 0.79kg/L. OMNISOLV*, 99.5% min. by GC. For spectrophotometry, chromatography & residue analysis. UV cut-off 329 nm. Filtered thru 0.2um filter. Certificate of lot analysis on label. Subject to postal/shipping restrictions. 1L;EM-AX0116-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0116-6;$238.00;$1,315.00;acetone
Acetone;Dimethyl ketone. CAS RN 67-64-1. Formula Weight: 58.08. Density: 0.79kg/L. OMNISOLV*, 99.5% min. by GC. For spectrophotometry, chromatography & residue analysis. UV cut-off 329 nm. Filtered thru 0.2um filter. Certificate of lot analysis on label. Subject to postal/shipping restrictions. 4L;EM-AX0116-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0116-1;$348.00;$1,308.00;acetone
Acetone;Dimethyl ketone. CAS RN 67-64-1. Formula Weight: 58.08. Density: 0.79kg/L. OMNISOLV* HR-GC Grade, 99.7% min. by GC. For chromatography, residue analysis and spectrophotometry. Filtered through 0.2um filter. Lot analysis and chromatograms on label. Subject to postal/shipping restrictions. 4L;EM-AX0110-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0110-1;$442.00;$1,636.00;acetone
Acetone for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;ACETONE FOR ANALYSIS EM (2.5L);EM1.00014.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00014.2500;$199.00;$759.00;acetone for analysisemsure* acs, iso, reagent ph eur 2. 5l
Acetone for AnalysisEMSURE* ACS, ISO, REAGENT PH EUR 5L;ACETONE FOR ANALYSIS EMSU (5L);EM1.00014.5000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00014.5000;$320.00;$1,220.00;acetone for analysisemsure* acs, iso, reagent ph eur 5l
